,text,intent,slots,pattern_id
224,چرا روحانی و لاريجانی ها محاکمه نمی شوند؟,offensive,o o o o o o o o,3500224
225,اي خدا اين زاکاني پست فطرت، کثيف، اسلام نماي، لات ، متقلب رو زود تر از روي زمين بردار,offensive,o o o o o o o o o o o o o o o o o o o,3500225
226,بزرگوار جناب آقااي رئيسي خيانتي و ظلمي که آخوندي براي مسکن مردم و تبرم آن و مخصوصا قشر متوسط جامعه ازمسکن مهر ضربه ديدند هيچ کسي اين جنايت را نکرد,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500226
227,امثال مثل شهيدان بزرگوار رجايي باهنر بهشتي چمران طالقاني سپهبد صياد سرلشکر فلاحي شهيد همت شهيد کاظمي حاج احمدخميني مرحوم رفسنجاني چون دلسوز مردمند ودر تريبونها مدام از سيستم جاري حکومت انتقاد ميکردند براي نظام حذفشان به طرق مختلف بهتر ومطلوبتر از بودنشان بود,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500227
228,ریدن سر در جمهوری اسلامی و قانوناش,offensive,o o o o o o o,3500228
229,یعنی شاش قاسم و رهبرت گوه میخورن چون امریکا میخوره,offensive,o o o o o o o o o o,3500229
230,از دم بزنيد و بياد ايرانم بگيريد ديگي که برا خودم نجوشه ميخام سرسگ داخلش بجوشه بالاخره يا رومي روم ميشه يا زنگي زنگ,offensive,o o o o o o o o o o o o o o o o o o o o o o o o,3500230
231,پس مفسيدين را به حال خود بگذاريم که در خانه بر اموال و اولادمان تجاوز کنند ,offensive,o o o o o o o o o o o o o o o o,3500231
232,بيچاره احمدي نژاد که تو مجلس اعلام کرد همين آقا پاچه احمدي نژاد را گرفت اگه اعلام نکني خودت همه کاره هستي,offensive,o o o o o o o o o o o o o o o o o o o o o o,3500232
233,اين آقا تو کشورش چند صد تن ايراني کشته شد ،به حجاج ايراني تجاوز شد ,offensive,o o o o o o o o o o o o o o o,3500233
234,لال هم اون بقال سر کوچه تونه که ریخت تو ننه جنده ات بچه شو انداخت گردن بابای جاکشت,offensive,o o o o o o o o o o o o o o o o o o o,3500234
235,تا زماني که از اين اخور داري نون ميخوري به خودت اجازه نميدي بر عليه اش حرفي بزني ,offensive,o o o o o o o o o o o o o o o o o o,3500235
236,چرا جديدأ حرف مفت زياد مي زنن,offensive,o o o o o o o,3500236
237,به مسئولین بگو زیپ دهنتوشونو بکشن,offensive,o o o o o o,3500237
238,يه تار موي اقوام اصيل ايراني رو از بلوچ و ترکمن و ترک و لر و کرد را به هزارتا تازي بيگانه از اول تا آخرشون نميديم ,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500238
239,در تمام دنیا انقلاب ها ،فرزندان خود را می بلعند اما در ایران انقلاب کون تک تک فرزندان خود گذاشت،سپس بلعید,offensive,o o o o o o o o o o o o o o o o o o o o o,3500239
240,ايران هيچ موقه کمرش نميشکنه چون اهورامزدا نگهداراون هست,offensive,o o o o o o o o o,3500240
241,بايد از مغزهاي زنگ زده برخي معمم ها بيشتر ترسيد ,offensive,o o o o o o o o o o,3500241
242,تروريست تو و آمريکاي جنايتکار که از پست مونده هاشون ميخوري هست,offensive,o o o o o o o o o o o o,3500242
243,اينها هر كاري كه بخواهند ميكنند پسر خاله مجتبى خامنه ايى بعد مجتبى خامنه اي جاى باباش راميگيره,offensive,o o o o o o o o o o o o o o o o o o,3500243
244,بزار بزرگ بشی عقلت برسه ميفهمی نظام جمهوري اسهالي و رهبر بيناموسش چه گهي هستند,offensive,o o o o o o o o o o o o o o o,3500244
245,افرين سران رژيم ايران را خرکردند وچاپيدندول کردند,offensive,o o o o o o o o,3500245
246,پاچه خواري پوتين خوبه استادگرانقدر؟,offensive,o o o o o,3500246
247,اونا که ا دعا دارند ميترسن به ايران نزديک بشن تو که عددي نيستي عزیز جون,offensive,o o o o o o o o o o o o o o o o,3500247
248,حقتونه.اما اين وسط ملت ايرانن ک تقاص بيشعوري شمارو بايد بدن,offensive,o o o o o o o o o o o,3500248
249,بغض و کينه نسبت به انقلاب از حرفات ميباره ,offensive,o o o o o o o o o,3500249
250,جالبه فقط یسری آدم خاص تایید صلاحیت میشن و جالبتر که ریس جمهورهای قبلی رد صلاحیت میشن,offensive,o o o o o o o o o o o o o o o o o,3500250
251,موجودات فرا زميني تو ايران و نظام جمهوري اسلامي به اسم آخوند مريض جنس تفکرات فقط فقط از کمر به پايين ذهن بيمار ,offensive,o o o o o o o o o o o o o o o o o o o o o o o,3500251
252,چيزي که مشخصه کلا هميشه کساني که مولاها دارن هي بهشون پول ميدن انا هيچ وقت نميان ب ذ اينا مبارزه کنن,offensive,o o o o o o o o o o o o o o o o o o o o o o,3500252
253,بي غيرتن بي وجدانن کثيفن اين همه بلا سرمون آوردن آمريکاييها باز ميگن مذاکره,offensive,o o o o o o o o o o o o o o,3500253
254,بله همين بشار اسد رو که ملاحظه مي‌فرماييد دستش به خون مردم سوريه آلوده است. ,offensive,o o o o o o o o o o o o o o o,3500254
255,اين ملت غيور ايران کي ميخاد به راه راست هدايت شه,offensive,o o o o o o o o o o o,3500255
256,بنظرم جناب خروس شما اصلا راجع به ايران حرف نزني به لحاظ قانوني و عُرف هم شايسته تر و معتبرتر باشه براي خودت .,offensive,o o o o o o o o o o o o o o o o o o o o o o o o,3500256
257,ایران صد ساله داره واکسن تولید میکنه و صادر هم میکنه چرا اینقدر بدبختید و طرفدار غرب وحشی,offensive,o o o o o o o o o o o o o o o o o o,3500257
258,اين مملکت که البته فقط اسمي ازش مونده تا دلت بخواد صاحب نظر و به ظاهر دلسوز داره ,offensive,o o o o o o o o o o o o o o o o o o,3500258
259,بايد به جهل وبي بصيرتي ملت تاسف خورد که موقع انتخاب کورکورانه به هر بي سرپايي راي ميدن,offensive,o o o o o o o o o o o o o o o o o o,3500259
260,درجمهوري اسلامي مردم دلسوزي ندارن متاسفانه,offensive,o o o o o o,3500260
261,اين پرفسور ها در طول مدت رياست مبارکشان اونقدر ضرر و فشار برمردم تحميل کردند که حالا بعد از چندين سال پوست اندازي مردم به تفکرپوچ و کثيف شان پي بردند,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500261
262,همه ميدونن به مصلحت نظام بوده به مصلحت مردم نبوده که,offensive,o o o o o o o o o o o,3500262
263,بعضي مي گويند حکم ها کم است پس چرا قبلا جرات نمي کرد وارد حياط خلوت اين خدا بي خبرها بشود,offensive,o o o o o o o o o o o o o o o o o o o o o,3500263
264,نماینده دیوث مجلس دیدم گفت به هر ایرانی هر روز یک لیتر بنزین تعلق میگیره,offensive,o o o o o o o o o o o o o o o,3500264
265,بچه تروريست بود توسط مادر تروريستم آمريکا به درک واصل شد روحش شاد يادش گرامي ,offensive,o o o o o o o o o o o o o o o,3500265
266,خامنه اي خندش گرفت حالم ديگه از حرفات بهم ميخوره ,offensive,o o o o o o o o o o,3500266
267,خيلي دوست دارم حرفاي رهبر واقعي باشــــه ,offensive,o o o o o o o,3500267
268,افغان و ایران و افغانی و ایرانی هردو ریشه در یک خاک دارند ,offensive,o o o o o o o o o o o o o,3500268
269,تو کشور ما از مسئول گرفته و صنعت خودروسازی و بانک ربوی دارن بما ظلم میکنن ,offensive,o o o o o o o o o o o o o o o o,3500269
270,اون زماني که ريخته بود چرا اعتراض نکرديد,offensive,o o o o o o o o,3500270
271,چرا رفیق شفیقش فریدون حسنوند که سالها ریس کمیسیون انرژی بود و بارها جلوی برخورد مجلس با زنگنه و دولت رو گرفت و به تاجگردون رد صلاحیت شد و یک شبه با تاجگردون تایید صلاحیت شد از مجلس اخراج نشد و ظاهرا در دولت ریسی داره جایگاه ویژه ای پیدا میکنه اخراج نشد,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500271
272,اخه کنترل اين چقدر سخته که همش حرف ارز جهانگيري و ...هست ,offensive,o o o o o o o o o o o o,3500272
273,چرا اروپايي ها وامريکا و کشورهاي آزاد در مورد نظام ايران و طالبان خفقان گرفتند.,offensive,o o o o o o o o o o o o o o o,3500273
274,کیرم تو کص زن و دختر رهبر کص کشت ,offensive,o o o o o o o o o,3500274
275,اون موقع که جمهوری اسلامی مخالفانش انگست شمار بود تو میرفتی با این قیافه بوزینه ایت وسط میدون شعار مرگ بر اصل ولایت فقیه میدادی ,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o,3500275
276,حاجی خودت هم با انها می رفتی چرا اون وقت گذارش نکردی که دارند خیانت می کنند ,offensive,o o o o o o o o o o o o o o o o o,3500276
277,تو خودت براي سپاه فعاليت ميکني الدنگ,offensive,o o o o o o o,3500277
278,اين مسولين سياستشون غم واردکردن به زندگيه مردمه ,offensive,o o o o o o o o,3500278
279,به خدا من تا الان ضدتر از ضد ايراني مثل شما ها نديدم ,offensive,o o o o o o o o o o o o o,3500279
280,پوتين هم فهميده که ويروس آخوندي خيلي خطرناکه به همين دليل چند برابر پروتکل کرونا ازش فاصله گرفته,offensive,o o o o o o o o o o o o o o o o o o,3500280
